year_film,year_ceremony,ceremony,category,name,film,winner,year_film_film,imdbID,imdbLink
1927,1928,1,ACTOR,Richard Barthelmess,The Noose,FALSE,1927The Noose,tt0019217,https://www.imdb.com/title/tt0019217/
1927,1928,1,ACTOR,Emil Jannings,The Last Command,TRUE,1927The Last Command,tt0019071,https://www.imdb.com/title/tt0019071/
1927,1928,1,ACTRESS,Louise Dresser,A Ship Comes In,FALSE,1927A Ship Comes In,tt0018389,https://www.imdb.com/title/tt0018389/
1927,1928,1,ACTRESS,Janet Gaynor,7th Heaven,TRUE,19277th Heaven,tt0018379,https://www.imdb.com/title/tt0018379/
1927,1928,1,ACTRESS,Gloria Swanson,Sadie Thompson,FALSE,1927Sadie Thompson,tt0019344,https://www.imdb.com/title/tt0019344/
1927,1928,1,ART DIRECTION,Rochus Gliese,Sunrise,FALSE,1927Sunrise,tt0018455,https://www.imdb.com/title/tt0018455/
1927,1928,1,ART DIRECTION,William Cameron Menzies,The Dove;,TRUE,1927The Dove;,tt0017822,https://www.imdb.com/title/tt0017822/
1927,1928,1,ART DIRECTION,Harry Oliver,7th Heaven,FALSE,19277th Heaven,tt0018379,https://www.imdb.com/title/tt0018379/
1927,1928,1,CINEMATOGRAPHY,George Barnes,The Devil Dancer;,FALSE,1927The Devil Dancer;,tt0017806,https://www.imdb.com/title/tt0017806/
1927,1928,1,CINEMATOGRAPHY,Charles Rosher,Sunrise,TRUE,1927Sunrise,tt0018455,https://www.imdb.com/title/tt0018455/
1927,1928,1,CINEMATOGRAPHY,Karl Struss,Sunrise,TRUE,1927Sunrise,tt0018455,https://www.imdb.com/title/tt0018455/
1927,1928,1,DIRECTING (Comedy Picture),Lewis Milestone,Two Arabian Knights,TRUE,1927Two Arabian Knights,tt0018515,https://www.imdb.com/title/tt0018515/
1927,1928,1,DIRECTING (Comedy Picture),Ted Wilde,Speedy,FALSE,1927Speedy,tt0018435,https://www.imdb.com/title/tt0018435/
1927,1928,1,DIRECTING (Dramatic Picture),Frank Borzage,7th Heaven,TRUE,19277th Heaven,tt0018379,https://www.imdb.com/title/tt0018379/
1927,1928,1,DIRECTING (Dramatic Picture),Herbert Brenon,Sorrell and Son,FALSE,1927Sorrell and Son,tt0018429,https://www.imdb.com/title/tt0018429/
1927,1928,1,DIRECTING (Dramatic Picture),King Vidor,The Crowd,FALSE,1927The Crowd,tt0018806,https://www.imdb.com/title/tt0018806/
1927,1928,1,ENGINEERING EFFECTS,Ralph Hammeras,,FALSE,1927,,
1927,1928,1,ENGINEERING EFFECTS,Roy Pomeroy,Wings,TRUE,1927Wings,tt0018578,https://www.imdb.com/title/tt0018578/
1927,1928,1,ENGINEERING EFFECTS,Nugent Slaughter,,FALSE,1927,,
1927,1928,1,OUTSTANDING PICTURE,The Caddo Company,The Racket,FALSE,1927The Racket,tt0019304,https://www.imdb.com/title/tt0019304/
1927,1928,1,OUTSTANDING PICTURE,Fox,7th Heaven,FALSE,19277th Heaven,tt0018379,https://www.imdb.com/title/tt0018379/
1927,1928,1,OUTSTANDING PICTURE,Paramount Famous Lasky,Wings,TRUE,1927Wings,tt0018578,https://www.imdb.com/title/tt0018578/
1927,1928,1,UNIQUE AND ARTISTIC PICTURE,Fox,Sunrise,TRUE,1927Sunrise,tt0018455,https://www.imdb.com/title/tt0018455/
1927,1928,1,UNIQUE AND ARTISTIC PICTURE,Metro-Goldwyn-Mayer,The Crowd,FALSE,1927The Crowd,tt0018806,https://www.imdb.com/title/tt0018806/
1927,1928,1,UNIQUE AND ARTISTIC PICTURE,Paramount Famous Lasky,Chang,FALSE,1927Chang,tt0017743,https://www.imdb.com/title/tt0017743/
1927,1928,1,WRITING (Adaptation),Alfred Cohn,The Jazz Singer,FALSE,1927The Jazz Singer,tt0018037,https://www.imdb.com/title/tt0018037/
1927,1928,1,WRITING (Adaptation),Anthony Coldeway,Glorious Betsy,FALSE,1927Glorious Betsy,tt0018945,https://www.imdb.com/title/tt0018945/
1927,1928,1,WRITING (Adaptation),Benjamin Glazer,7th Heaven,TRUE,19277th Heaven,tt0018379,https://www.imdb.com/title/tt0018379/
1927,1928,1,WRITING (Original Story),Lajos Biro,The Last Command,FALSE,1927The Last Command,tt0019071,https://www.imdb.com/title/tt0019071/
1927,1928,1,WRITING (Original Story),Ben Hecht,Underworld,TRUE,1927Underworld,tt0018526,https://www.imdb.com/title/tt0018526/
1927,1928,1,WRITING (Title Writing),Gerald Duffy,The Private Life of Helen of Troy,FALSE,1927The Private Life of Helen of Troy,tt0017979,https://www.imdb.com/title/tt0017979/
1927,1928,1,WRITING (Title Writing),Joseph Farnham,,TRUE,1927,,
1927,1928,1,WRITING (Title Writing),"George Marion, Jr.",,FALSE,1927,,
1927,1928,1,SPECIAL AWARD,Warner Bros.,,TRUE,1927,,
1927,1928,1,SPECIAL AWARD,Charles Chaplin,,TRUE,1927,,
1928,1929,2,ACTOR,George Bancroft,Thunderbolt,FALSE,1928Thunderbolt,tt0020499,https://www.imdb.com/title/tt0020499/
1928,1929,2,ACTOR,Warner Baxter,In Old Arizona,TRUE,1928In Old Arizona,tt0020018,https://www.imdb.com/title/tt0020018/
1928,1929,2,ACTOR,Chester Morris,Alibi,FALSE,1928Alibi,tt0019031,https://www.imdb.com/title/tt0019031/
1928,1929,2,ACTOR,Paul Muni,The Valiant,FALSE,1928The Valiant,tt0020543,https://www.imdb.com/title/tt0020543/
1928,1929,2,ACTOR,Lewis Stone,The Patriot,FALSE,1928The Patriot,tt0019257,https://www.imdb.com/title/tt0019257/
1928,1929,2,ACTRESS,Ruth Chatterton,Madame X,FALSE,1928Madame X,tt0020126,https://www.imdb.com/title/tt0020126/
1928,1929,2,ACTRESS,Betty Compson,The Barker,FALSE,1928The Barker,tt0018674,https://www.imdb.com/title/tt0018674/
1928,1929,2,ACTRESS,Jeanne Eagels,The Letter,FALSE,1928The Letter,tt0020092,https://www.imdb.com/title/tt0020092/
1928,1929,2,ACTRESS,Corinne Griffith,The Divine Lady,FALSE,1928The Divine Lady,tt0019824,https://www.imdb.com/title/tt0019824/
1928,1929,2,ACTRESS,Bessie Love,The Broadway Melody,FALSE,1928The Broadway Melody,tt0019729,https://www.imdb.com/title/tt0019729/
1928,1929,2,ACTRESS,Mary Pickford,Coquette,TRUE,1928Coquette,tt0019788,https://www.imdb.com/title/tt0019788/
1928,1929,2,ART DIRECTION,Hans Dreier,The Patriot,FALSE,1928The Patriot,tt0019257,https://www.imdb.com/title/tt0019257/
1928,1929,2,ART DIRECTION,Cedric Gibbons,The Bridge of San Luis Rey,TRUE,1928The Bridge of San Luis Rey,tt0019722,https://www.imdb.com/title/tt0019722/
1928,1929,2,ART DIRECTION,Mitchell Leisen,Dynamite,FALSE,1928Dynamite,tt0019843,https://www.imdb.com/title/tt0019843/
1928,1929,2,ART DIRECTION,William Cameron Menzies,Alibi;,FALSE,1928Alibi;,tt0019630,https://www.imdb.com/title/tt0019630/
1928,1929,2,ART DIRECTION,Harry Oliver,Street Angel,FALSE,1928Street Angel,tt0019429,https://www.imdb.com/title/tt0019429/
1928,1929,2,CINEMATOGRAPHY,George Barnes,Our Dancing Daughters,FALSE,1928Our Dancing Daughters,tt0019237,https://www.imdb.com/title/tt0019237/
1928,1929,2,CINEMATOGRAPHY,Clyde De Vinna,White Shadows in the South Seas,TRUE,1928White Shadows in the South Seas,tt0019574,https://www.imdb.com/title/tt0019574/
1928,1929,2,CINEMATOGRAPHY,Arthur Edeson,In Old Arizona,FALSE,1928In Old Arizona,tt0020018,https://www.imdb.com/title/tt0020018/
1928,1929,2,CINEMATOGRAPHY,Ernest Palmer,Four Devils;,FALSE,1928Four Devils;,tt0018907,https://www.imdb.com/title/tt0018907/
1928,1929,2,CINEMATOGRAPHY,John Seitz,The Divine Lady,FALSE,1928The Divine Lady,tt0019824,https://www.imdb.com/title/tt0019824/
1928,1929,2,DIRECTING,Lionel Barrymore,Madame X,FALSE,1928Madame X,tt0020126,https://www.imdb.com/title/tt0020126/
1928,1929,2,DIRECTING,Harry Beaumont,The Broadway Melody,FALSE,1928The Broadway Melody,tt0019729,https://www.imdb.com/title/tt0019729/
1928,1929,2,DIRECTING,Irving Cummings,In Old Arizona,FALSE,1928In Old Arizona,tt0020018,https://www.imdb.com/title/tt0020018/
1928,1929,2,DIRECTING,Frank Lloyd,The Divine Lady,TRUE,1928The Divine Lady,tt0019824,https://www.imdb.com/title/tt0019824/
1928,1929,2,DIRECTING,Frank Lloyd,Drag;,FALSE,1928Drag;,tt0019833,https://www.imdb.com/title/tt0019833/
1928,1929,2,DIRECTING,Ernst Lubitsch,The Patriot,FALSE,1928The Patriot,tt0019257,https://www.imdb.com/title/tt0019257/
1928,1929,2,OUTSTANDING PICTURE,Feature Productions,Alibi,FALSE,1928Alibi,tt0019031,https://www.imdb.com/title/tt0019031/
1928,1929,2,OUTSTANDING PICTURE,Fox,In Old Arizona,FALSE,1928In Old Arizona,tt0020018,https://www.imdb.com/title/tt0020018/
1928,1929,2,OUTSTANDING PICTURE,Metro-Goldwyn-Mayer,The Broadway Melody,TRUE,1928The Broadway Melody,tt0019729,https://www.imdb.com/title/tt0019729/
1928,1929,2,OUTSTANDING PICTURE,Metro-Goldwyn-Mayer,Hollywood Revue,FALSE,1928Hollywood Revue,tt0019993,https://www.imdb.com/title/tt0019993/
1928,1929,2,OUTSTANDING PICTURE,Paramount Famous Lasky,The Patriot,FALSE,1928The Patriot,tt0019257,https://www.imdb.com/title/tt0019257/
1928,1929,2,WRITING,Tom Barry,In Old Arizona;,FALSE,1928In Old Arizona;,tt0020018,https://www.imdb.com/title/tt0020018/
1928,1929,2,WRITING,Elliott Clawson,The Cop;,FALSE,1928The Cop;,tt0019325,https://www.imdb.com/title/tt0019325/
1928,1929,2,WRITING,Hans Kraly,The Last of Mrs. Cheyney,FALSE,1928The Last of Mrs. Cheyney,tt0020081,https://www.imdb.com/title/tt0020081/
1928,1929,2,WRITING,Hans Kraly,The Patriot,TRUE,1928The Patriot,tt0019257,https://www.imdb.com/title/tt0019257/
1928,1929,2,WRITING,Josephine Lovett,Our Dancing Daughters,FALSE,1928Our Dancing Daughters,tt0019237,https://www.imdb.com/title/tt0019237/
1928,1929,2,WRITING,Bess Meredyth,A Woman of Affairs;,FALSE,1928A Woman of Affairs;,tt0019591,https://www.imdb.com/title/tt0019591/
1929,1930,3,ACTOR,George Arliss,Disraeli,TRUE,1929Disraeli,tt0019823,https://www.imdb.com/title/tt0019823/
1929,1930,3,ACTOR,George Arliss,The Green Goddess,FALSE,1929The Green Goddess,tt0020938,https://www.imdb.com/title/tt0020938/
1929,1930,3,ACTOR,Wallace Beery,The Big House,FALSE,1929The Big House,tt0020686,https://www.imdb.com/title/tt0020686/
1929,1930,3,ACTOR,Maurice Chevalier,The Big Pond,FALSE,1929The Big Pond,tt0020690,https://www.imdb.com/title/tt0020690/
1929,1930,3,ACTOR,Ronald Colman,Bulldog Drummond,FALSE,1929Bulldog Drummond,tt0019735,https://www.imdb.com/title/tt0019735/
1929,1930,3,ACTOR,Lawrence Tibbett,The Rogue Song,FALSE,1929The Rogue Song,tt0021307,https://www.imdb.com/title/tt0021307/
1929,1930,3,ACTRESS,Nancy Carroll,The Devil's Holiday,FALSE,1929The Devil's Holiday,tt0020823,https://www.imdb.com/title/tt0020823/
1929,1930,3,ACTRESS,Ruth Chatterton,Sarah and Son,FALSE,1929Sarah and Son,tt0021335,https://www.imdb.com/title/tt0021335/
1929,1930,3,ACTRESS,Greta Garbo,Anna Christie,FALSE,1929Anna Christie,tt0020641,https://www.imdb.com/title/tt0020641/
1929,1930,3,ACTRESS,Norma Shearer,The Divorcee,TRUE,1929The Divorcee,tt0020827,https://www.imdb.com/title/tt0020827/
1929,1930,3,ACTRESS,Norma Shearer,Their Own Desire,FALSE,1929Their Own Desire,tt0020488,https://www.imdb.com/title/tt0020488/
1929,1930,3,ACTRESS,Gloria Swanson,The Trespasser,FALSE,1929The Trespasser,tt0020514,https://www.imdb.com/title/tt0020514/
1929,1930,3,ART DIRECTION,(William Cameron Menzies),Bulldog Drummond,FALSE,1929Bulldog Drummond,tt0019735,https://www.imdb.com/title/tt0019735/
1929,1930,3,ART DIRECTION,Herman Rosse,King of Jazz,TRUE,1929King of Jazz,tt0021025,https://www.imdb.com/title/tt0021025/
1929,1930,3,ART DIRECTION,(Hans Dreier),The Love Parade,FALSE,1929The Love Parade,tt0020112,https://www.imdb.com/title/tt0020112/
1929,1930,3,ART DIRECTION,(Jack Okey),Sally,FALSE,1929Sally,tt0020358,https://www.imdb.com/title/tt0020358/
1929,1930,3,ART DIRECTION,(Hans Dreier),The Vagabond King,FALSE,1929The Vagabond King,tt0021511,https://www.imdb.com/title/tt0021511/
1929,1930,3,CINEMATOGRAPHY,(Arthur Edeson),All Quiet on the Western Front,FALSE,1929All Quiet on the Western Front,tt0020629,https://www.imdb.com/title/tt0020629/
1929,1930,3,CINEMATOGRAPHY,(William Daniels),Anna Christie,FALSE,1929Anna Christie,tt0020641,https://www.imdb.com/title/tt0020641/
1929,1930,3,CINEMATOGRAPHY,"(Gaetano Gaudio), (Harry Perry)",Hell's Angels,FALSE,1929Hell's Angels,tt0020960,https://www.imdb.com/title/tt0020960/
1929,1930,3,CINEMATOGRAPHY,(Victor Milner),The Love Parade,FALSE,1929The Love Parade,tt0020112,https://www.imdb.com/title/tt0020112/
1929,1930,3,CINEMATOGRAPHY,"Joseph T. Rucker, Willard Van Der Veer",With Byrd at the South Pole,TRUE,1929With Byrd at the South Pole,tt0020594,https://www.imdb.com/title/tt0020594/
1929,1930,3,DIRECTING,Clarence Brown,Anna Christie;,FALSE,1929Anna Christie;,tt0020641,https://www.imdb.com/title/tt0020641/
1929,1930,3,DIRECTING,Robert Leonard,The Divorcee,FALSE,1929The Divorcee,tt0020827,https://www.imdb.com/title/tt0020827/
1929,1930,3,DIRECTING,Ernst Lubitsch,The Love Parade,FALSE,1929The Love Parade,tt0020112,https://www.imdb.com/title/tt0020112/
1929,1930,3,DIRECTING,Lewis Milestone,All Quiet on the Western Front,TRUE,1929All Quiet on the Western Front,tt0020629,https://www.imdb.com/title/tt0020629/
1929,1930,3,DIRECTING,King Vidor,Hallelujah,FALSE,1929Hallelujah,tt0019959,https://www.imdb.com/title/tt0019959/
1929,1930,3,OUTSTANDING PRODUCTION,Universal,All Quiet on the Western Front,TRUE,1929All Quiet on the Western Front,tt0020629,https://www.imdb.com/title/tt0020629/
1929,1930,3,OUTSTANDING PRODUCTION,Cosmopolitan,The Big House,FALSE,1929The Big House,tt0020686,https://www.imdb.com/title/tt0020686/
1929,1930,3,OUTSTANDING PRODUCTION,Warner Bros.,Disraeli,FALSE,1929Disraeli,tt0019823,https://www.imdb.com/title/tt0019823/
1929,1930,3,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Divorcee,FALSE,1929The Divorcee,tt0020827,https://www.imdb.com/title/tt0020827/
1929,1930,3,OUTSTANDING PRODUCTION,Paramount Famous Lasky,The Love Parade,FALSE,1929The Love Parade,tt0020112,https://www.imdb.com/title/tt0020112/
1929,1930,3,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",The Big House,TRUE,1929The Big House,tt0020686,https://www.imdb.com/title/tt0020686/
1929,1930,3,SOUND RECORDING,"(RKO Radio Studio Sound Department, John Tribby, Sound Director)",The Case of Sergeant Grischa,FALSE,1929The Case of Sergeant Grischa,tt0020744,https://www.imdb.com/title/tt0020744/
1929,1930,3,SOUND RECORDING,"(Paramount Famous Lasky Studio Sound Department, Franklin Hansen, Sound Director)",The Love Parade,FALSE,1929The Love Parade,tt0020112,https://www.imdb.com/title/tt0020112/
1929,1930,3,SOUND RECORDING,"(United Artists Studio Sound Department, Oscar Lagerstrom, Sound Director)",Raffles,FALSE,1929Raffles,tt0021281,https://www.imdb.com/title/tt0021281/
1929,1930,3,SOUND RECORDING,"(First National Studio Sound Department, George Groves, Sound Director)",Song of the Flame,FALSE,1929Song of the Flame,tt0021404,https://www.imdb.com/title/tt0021404/
1929,1930,3,WRITING,"(George Abbott), (Maxwell Anderson), (Del Andrews)",All Quiet on the Western Front,FALSE,1929All Quiet on the Western Front,tt0020629,https://www.imdb.com/title/tt0020629/
1929,1930,3,WRITING,Frances Marion,The Big House,TRUE,1929The Big House,tt0020686,https://www.imdb.com/title/tt0020686/
1929,1930,3,WRITING,(Julian Josephson),Disraeli,FALSE,1929Disraeli,tt0019823,https://www.imdb.com/title/tt0019823/
1929,1930,3,WRITING,(John Meehan),The Divorcee,FALSE,1929The Divorcee,tt0020827,https://www.imdb.com/title/tt0020827/
1929,1930,3,WRITING,(Howard Estabrook),Street of Chance,FALSE,1929Street of Chance,tt0021420,https://www.imdb.com/title/tt0021420/
1930,1931,4,ACTOR,Lionel Barrymore,A Free Soul,TRUE,1930A Free Soul,tt0021885,https://www.imdb.com/title/tt0021885/
1930,1931,4,ACTOR,Jackie Cooper,Skippy,FALSE,1930Skippy,tt0022397,https://www.imdb.com/title/tt0022397/
1930,1931,4,ACTOR,Richard Dix,Cimarron,FALSE,1930Cimarron,tt0021746,https://www.imdb.com/title/tt0021746/
1930,1931,4,ACTOR,Fredric March,The Royal Family of Broadway,FALSE,1930The Royal Family of Broadway,tt0021322,https://www.imdb.com/title/tt0021322/
1930,1931,4,ACTOR,Adolphe Menjou,The Front Page,FALSE,1930The Front Page,tt0021890,https://www.imdb.com/title/tt0021890/
1930,1931,4,ACTRESS,Marlene Dietrich,Morocco,FALSE,1930Morocco,tt0021156,https://www.imdb.com/title/tt0021156/
1930,1931,4,ACTRESS,Marie Dressler,Min and Bill,TRUE,1930Min and Bill,tt0021148,https://www.imdb.com/title/tt0021148/
1930,1931,4,ACTRESS,Irene Dunne,Cimarron,FALSE,1930Cimarron,tt0021746,https://www.imdb.com/title/tt0021746/
1930,1931,4,ACTRESS,Ann Harding,Holiday,FALSE,1930Holiday,tt0020985,https://www.imdb.com/title/tt0020985/
1930,1931,4,ACTRESS,Norma Shearer,A Free Soul,FALSE,1930A Free Soul,tt0021885,https://www.imdb.com/title/tt0021885/
1930,1931,4,ART DIRECTION,Max Rée,Cimarron,TRUE,1930Cimarron,tt0021746,https://www.imdb.com/title/tt0021746/
1930,1931,4,ART DIRECTION,"Stephen Goosson, Ralph Hammeras",Just Imagine,FALSE,1930Just Imagine,tt0021016,https://www.imdb.com/title/tt0021016/
1930,1931,4,ART DIRECTION,Hans Dreier,Morocco,FALSE,1930Morocco,tt0021156,https://www.imdb.com/title/tt0021156/
1930,1931,4,ART DIRECTION,Anton Grot,Svengali,FALSE,1930Svengali,tt0022454,https://www.imdb.com/title/tt0022454/
1930,1931,4,ART DIRECTION,Richard Day,Whoopee!,FALSE,1930Whoopee!,tt0021549,https://www.imdb.com/title/tt0021549/
1930,1931,4,CINEMATOGRAPHY,Edward Cronjager,Cimarron,FALSE,1930Cimarron,tt0021746,https://www.imdb.com/title/tt0021746/
1930,1931,4,CINEMATOGRAPHY,Lee Garmes,Morocco,FALSE,1930Morocco,tt0021156,https://www.imdb.com/title/tt0021156/
1930,1931,4,CINEMATOGRAPHY,Charles Lang,The Right to Love,FALSE,1930The Right to Love,tt0021301,https://www.imdb.com/title/tt0021301/
1930,1931,4,CINEMATOGRAPHY,"Barney ""Chick"" McGill",Svengali,FALSE,1930Svengali,tt0022454,https://www.imdb.com/title/tt0022454/
1930,1931,4,CINEMATOGRAPHY,Floyd Crosby,Tabu,TRUE,1930Tabu,tt0022458,https://www.imdb.com/title/tt0022458/
1930,1931,4,DIRECTING,Wesley Ruggles,Cimarron,FALSE,1930Cimarron,tt0021746,https://www.imdb.com/title/tt0021746/
1930,1931,4,DIRECTING,Clarence Brown,A Free Soul,FALSE,1930A Free Soul,tt0021885,https://www.imdb.com/title/tt0021885/
1930,1931,4,DIRECTING,Lewis Milestone,The Front Page,FALSE,1930The Front Page,tt0021890,https://www.imdb.com/title/tt0021890/
1930,1931,4,DIRECTING,Josef Von Sternberg,Morocco,FALSE,1930Morocco,tt0021156,https://www.imdb.com/title/tt0021156/
1930,1931,4,DIRECTING,Norman Taurog,Skippy,TRUE,1930Skippy,tt0022397,https://www.imdb.com/title/tt0022397/
1930,1931,4,OUTSTANDING PRODUCTION,RKO Radio,Cimarron,TRUE,1930Cimarron,tt0021746,https://www.imdb.com/title/tt0021746/
1930,1931,4,OUTSTANDING PRODUCTION,Fox,East Lynne,FALSE,1930East Lynne,tt0021826,https://www.imdb.com/title/tt0021826/
1930,1931,4,OUTSTANDING PRODUCTION,The Caddo Company,The Front Page,FALSE,1930The Front Page,tt0021890,https://www.imdb.com/title/tt0021890/
1930,1931,4,OUTSTANDING PRODUCTION,Paramount Publix,Skippy,FALSE,1930Skippy,tt0022397,https://www.imdb.com/title/tt0022397/
1930,1931,4,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Trader Horn,FALSE,1930Trader Horn,tt0022495,https://www.imdb.com/title/tt0022495/
1930,1931,4,SOUND RECORDING,Samuel Goldwyn - United Artists Studio Sound Department,,FALSE,1930,,
1930,1931,4,SOUND RECORDING,Metro-Goldwyn-Mayer Studio Sound Department,,FALSE,1930,,
1930,1931,4,SOUND RECORDING,Paramount Publix Studio Sound Department,,TRUE,1930,,
1930,1931,4,SOUND RECORDING,RKO Radio Studio Sound Department,,FALSE,1930,,
1930,1931,4,WRITING (Adaptation),Howard Estabrook,Cimarron,TRUE,1930Cimarron,tt0021746,https://www.imdb.com/title/tt0021746/
1930,1931,4,WRITING (Adaptation),"Seton I. Miller, Fred Niblo, Jr.",The Criminal Code,FALSE,1930The Criminal Code,tt0021770,https://www.imdb.com/title/tt0021770/
1930,1931,4,WRITING (Adaptation),Horace Jackson,Holiday,FALSE,1930Holiday,tt0020985,https://www.imdb.com/title/tt0020985/
1930,1931,4,WRITING (Adaptation),"Francis Faragoh, Robert N. Lee",Little Caesar,FALSE,1930Little Caesar,tt0021079,https://www.imdb.com/title/tt0021079/
1930,1931,4,WRITING (Adaptation),"Joseph L. Mankiewicz, Sam Mintz",Skippy,FALSE,1930Skippy,tt0022397,https://www.imdb.com/title/tt0022397/
1930,1931,4,WRITING (Original Story),John Monk Saunders,The Dawn Patrol,TRUE,1930The Dawn Patrol,tt0020815,https://www.imdb.com/title/tt0020815/
1930,1931,4,WRITING (Original Story),Rowland Brown,The Doorway to Hell,FALSE,1930The Doorway to Hell,tt0020836,https://www.imdb.com/title/tt0020836/
1930,1931,4,WRITING (Original Story),"Harry d'Abbadie d'Arrast, Douglas Doty, Donald Ogden Stewart",Laughter,FALSE,1930Laughter,tt0021053,https://www.imdb.com/title/tt0021053/
1930,1931,4,WRITING (Original Story),"John Bright, Kubec Glasmon",The Public Enemy,FALSE,1930The Public Enemy,tt0022286,https://www.imdb.com/title/tt0022286/
1930,1931,4,WRITING (Original Story),"Lucien Hubbard, Joseph Jackson",Smart Money,FALSE,1930Smart Money,tt0022403,https://www.imdb.com/title/tt0022403/
1931,1932,5,ACTOR,Wallace Beery,The Champ,TRUE,1931The Champ,tt0021730,https://www.imdb.com/title/tt0021730/
1931,1932,5,ACTOR,Alfred Lunt,The Guardsman,FALSE,1931The Guardsman,tt0021931,https://www.imdb.com/title/tt0021931/
1931,1932,5,ACTOR,Fredric March,Dr. Jekyll and Mr. Hyde,TRUE,1931Dr. Jekyll and Mr. Hyde,tt0022835,https://www.imdb.com/title/tt0022835/
1931,1932,5,ACTRESS,Marie Dressler,Emma,FALSE,1931Emma,tt0022854,https://www.imdb.com/title/tt0022854/
1931,1932,5,ACTRESS,Lynn Fontanne,The Guardsman,FALSE,1931The Guardsman,tt0021931,https://www.imdb.com/title/tt0021931/
1931,1932,5,ACTRESS,Helen Hayes,The Sin of Madelon Claudet,TRUE,1931The Sin of Madelon Claudet,tt0022386,https://www.imdb.com/title/tt0022386/
1931,1932,5,ART DIRECTION,Lazare Meerson,À Nous la Liberté,FALSE,1931À Nous la Liberté,tt0022599,https://www.imdb.com/title/tt0022599/
1931,1932,5,ART DIRECTION,Richard Day,Arrowsmith,FALSE,1931Arrowsmith,tt0021622,https://www.imdb.com/title/tt0021622/
1931,1932,5,ART DIRECTION,Gordon Wiles,Transatlantic,TRUE,1931Transatlantic,tt0022500,https://www.imdb.com/title/tt0022500/
1931,1932,5,CINEMATOGRAPHY,Ray June,Arrowsmith,FALSE,1931Arrowsmith,tt0021622,https://www.imdb.com/title/tt0021622/
1931,1932,5,CINEMATOGRAPHY,Karl Struss,Dr. Jekyll and Mr. Hyde,FALSE,1931Dr. Jekyll and Mr. Hyde,tt0022835,https://www.imdb.com/title/tt0022835/
1931,1932,5,CINEMATOGRAPHY,Lee Garmes,Shanghai Express,TRUE,1931Shanghai Express,tt0023458,https://www.imdb.com/title/tt0023458/
1931,1932,5,DIRECTING,Frank Borzage,Bad Girl,TRUE,1931Bad Girl,tt0021635,https://www.imdb.com/title/tt0021635/
1931,1932,5,DIRECTING,King Vidor,The Champ,FALSE,1931The Champ,tt0021730,https://www.imdb.com/title/tt0021730/
1931,1932,5,DIRECTING,Josef Von Sternberg,Shanghai Express,FALSE,1931Shanghai Express,tt0023458,https://www.imdb.com/title/tt0023458/
1931,1932,5,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Arrowsmith,FALSE,1931Arrowsmith,tt0021622,https://www.imdb.com/title/tt0021622/
1931,1932,5,OUTSTANDING PRODUCTION,Fox,Bad Girl,FALSE,1931Bad Girl,tt0021635,https://www.imdb.com/title/tt0021635/
1931,1932,5,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Champ,FALSE,1931The Champ,tt0021730,https://www.imdb.com/title/tt0021730/
1931,1932,5,OUTSTANDING PRODUCTION,First National,Five Star Final,FALSE,1931Five Star Final,tt0021873,https://www.imdb.com/title/tt0021873/
1931,1932,5,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Grand Hotel,TRUE,1931Grand Hotel,tt0022958,https://www.imdb.com/title/tt0022958/
1931,1932,5,OUTSTANDING PRODUCTION,Paramount Publix,One Hour with You,FALSE,1931One Hour with You,tt0023303,https://www.imdb.com/title/tt0023303/
1931,1932,5,OUTSTANDING PRODUCTION,Paramount Publix,Shanghai Express,FALSE,1931Shanghai Express,tt0023458,https://www.imdb.com/title/tt0023458/
1931,1932,5,OUTSTANDING PRODUCTION,Paramount Publix,The Smiling Lieutenant,FALSE,1931The Smiling Lieutenant,tt0022074,https://www.imdb.com/title/tt0022074/
1931,1932,5,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Flowers and Trees,TRUE,1931Flowers and Trees,tt0022899,https://www.imdb.com/title/tt0022899/
1931,1932,5,SHORT SUBJECT (Cartoon),"Leon Schlesinger, Producer",It's Got Me Again,FALSE,1931It's Got Me Again,tt0023067,https://www.imdb.com/title/tt0023067/
1931,1932,5,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Mickey's Orphans,FALSE,1931Mickey's Orphans,tt0022147,https://www.imdb.com/title/tt0022147/
1931,1932,5,SHORT SUBJECT (Comedy),"Mack Sennett, Producer",The Loud Mouth,FALSE,1931The Loud Mouth,tt0023152,https://www.imdb.com/title/tt0023152/
1931,1932,5,SHORT SUBJECT (Comedy),"Hal Roach, Producer",The Music Box,TRUE,1931The Music Box,tt0023251,https://www.imdb.com/title/tt0023251/
1931,1932,5,SHORT SUBJECT (Comedy),RKO Radio,Scratch-As-Catch-Can,FALSE,1931Scratch-As-Catch-Can,tt0276472,https://www.imdb.com/title/tt0276472/
1931,1932,5,SHORT SUBJECT (Comedy),RKO Radio,Stout Hearts and Willing Hands,FALSE,1931Stout Hearts and Willing Hands,tt0023517,https://www.imdb.com/title/tt0023517/
