year_film,year_ceremony,ceremony,category,name,film,winner,year_film_film,imdbID,imdbLink
1948,1949,21,SHORT SUBJECT (Two-reel),"Harry Grey, Producer",Samba-Mania,FALSE,1948Samba-Mania,tt0040756,https://www.imdb.com/title/tt0040756/
1948,1949,21,SHORT SUBJECT (Two-reel),"Walt Disney, Producer",Seal Island,TRUE,1948Seal Island,tt0040763,https://www.imdb.com/title/tt0040763/
1948,1949,21,SHORT SUBJECT (Two-reel),"Thomas Mead, Producer",Snow Capers,FALSE,1948Snow Capers,tt0040807,https://www.imdb.com/title/tt0040807/
1948,1949,21,SOUND RECORDING,"Warner Bros. Studio Sound Department, Col. Nathan O. Levinson, Sound Director",Johnny Belinda,FALSE,1948Johnny Belinda,tt0040495,https://www.imdb.com/title/tt0040495/
1948,1949,21,SOUND RECORDING,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director",Moonrise,FALSE,1948Moonrise,tt0040607,https://www.imdb.com/title/tt0040607/
1948,1949,21,SOUND RECORDING,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",The Snake Pit,TRUE,1948The Snake Pit,tt0040806,https://www.imdb.com/title/tt0040806/
1948,1949,21,SPECIAL EFFECTS,"Special Visual Effects by Ralph Hammeras, Fred Sersen, Edward Snyder; Special Audible Effects by Roger Heman",Deep Waters,FALSE,1948Deep Waters,tt0040281,https://www.imdb.com/title/tt0040281/
1948,1949,21,SPECIAL EFFECTS,"Special Visual Effects by Paul Eagler, J. McMillan Johnson, Russell Shearman, Clarence Slifer; Special Audible Effects by Charles Freeman, James G. Stewart",Portrait of Jennie,TRUE,1948Portrait of Jennie,tt0040705,https://www.imdb.com/title/tt0040705/
1948,1949,21,WRITING (Motion Picture Story),"Frances Flaherty, Robert Flaherty",Louisiana Story,FALSE,1948Louisiana Story,tt0040550,https://www.imdb.com/title/tt0040550/
1948,1949,21,WRITING (Motion Picture Story),Malvin Wald,The Naked City,FALSE,1948The Naked City,tt0040636,https://www.imdb.com/title/tt0040636/
1948,1949,21,WRITING (Motion Picture Story),Borden Chase,Red River,FALSE,1948Red River,tt0040724,https://www.imdb.com/title/tt0040724/
1948,1949,21,WRITING (Motion Picture Story),Emeric Pressburger,The Red Shoes,FALSE,1948The Red Shoes,tt0040725,https://www.imdb.com/title/tt0040725/
1948,1949,21,WRITING (Motion Picture Story),"Richard Schweizer, David Wechsler",The Search,TRUE,1948The Search,tt0040765,https://www.imdb.com/title/tt0040765/
1948,1949,21,WRITING (Screenplay),"Charles Brackett, Billy Wilder, Richard L. Breen",A Foreign Affair,FALSE,1948A Foreign Affair,tt0040367,https://www.imdb.com/title/tt0040367/
1948,1949,21,WRITING (Screenplay),"Irmgard Von Cube, Allen Vincent",Johnny Belinda,FALSE,1948Johnny Belinda,tt0040495,https://www.imdb.com/title/tt0040495/
1948,1949,21,WRITING (Screenplay),"Richard Schweizer, David Wechsler",The Search,FALSE,1948The Search,tt0040765,https://www.imdb.com/title/tt0040765/
1948,1949,21,WRITING (Screenplay),"Frank Partos, Millen Brand",The Snake Pit,FALSE,1948The Snake Pit,tt0040806,https://www.imdb.com/title/tt0040806/
1948,1949,21,WRITING (Screenplay),John Huston,The Treasure of the Sierra Madre,TRUE,1948The Treasure of the Sierra Madre,tt0040897,https://www.imdb.com/title/tt0040897/
1948,1949,21,SPECIAL FOREIGN LANGUAGE FILM AWARD,Monsieur Vincent - voted by the Academy Board of Governors as the most outstanding foreign language film released in the United States during 1948.,,TRUE,1948,,
1948,1949,21,SPECIAL AWARD,Ivan Jandl,,TRUE,1948,,
1948,1949,21,SPECIAL AWARD,Sid Grauman,,TRUE,1948,,
1948,1949,21,SPECIAL AWARD,Adolph Zukor,,TRUE,1948,,
1948,1949,21,SPECIAL AWARD,Walter Wanger for distinguished service to the industry in adding to its moral stature in the world community by his production of the picture Joan of Arc.,,TRUE,1948,,
1948,1949,21,SPECIAL AWARD,Jean Hersholt - in recognition of his service to the Academy during four terms as president.,,TRUE,1948,,
1948,1949,21,IRVING G. THALBERG MEMORIAL AWARD,Jerry Wald,,TRUE,1948,,
1949,1950,22,ACTOR,Broderick Crawford,All the King's Men,TRUE,1949All the King's Men,tt0041113,https://www.imdb.com/title/tt0041113/
1949,1950,22,ACTOR,Kirk Douglas,Champion,FALSE,1949Champion,tt0041239,https://www.imdb.com/title/tt0041239/
1949,1950,22,ACTOR,Gregory Peck,Twelve O'Clock High,FALSE,1949Twelve O'Clock High,tt0041996,https://www.imdb.com/title/tt0041996/
1949,1950,22,ACTOR,Richard Todd,The Hasty Heart,FALSE,1949The Hasty Heart,tt0041445,https://www.imdb.com/title/tt0041445/
1949,1950,22,ACTOR,John Wayne,Sands of Iwo Jima,FALSE,1949Sands of Iwo Jima,tt0041841,https://www.imdb.com/title/tt0041841/
1949,1950,22,ACTOR IN A SUPPORTING ROLE,John Ireland,All the King's Men,FALSE,1949All the King's Men,tt0041113,https://www.imdb.com/title/tt0041113/
1949,1950,22,ACTOR IN A SUPPORTING ROLE,Dean Jagger,Twelve O'Clock High,TRUE,1949Twelve O'Clock High,tt0041996,https://www.imdb.com/title/tt0041996/
1949,1950,22,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Champion,FALSE,1949Champion,tt0041239,https://www.imdb.com/title/tt0041239/
1949,1950,22,ACTOR IN A SUPPORTING ROLE,Ralph Richardson,The Heiress,FALSE,1949The Heiress,tt0041452,https://www.imdb.com/title/tt0041452/
1949,1950,22,ACTOR IN A SUPPORTING ROLE,James Whitmore,Battleground,FALSE,1949Battleground,tt0041163,https://www.imdb.com/title/tt0041163/
1949,1950,22,ACTRESS,Jeanne Crain,Pinky,FALSE,1949Pinky,tt0041746,https://www.imdb.com/title/tt0041746/
1949,1950,22,ACTRESS,Olivia de Havilland,The Heiress,TRUE,1949The Heiress,tt0041452,https://www.imdb.com/title/tt0041452/
1949,1950,22,ACTRESS,Susan Hayward,My Foolish Heart,FALSE,1949My Foolish Heart,tt0041672,https://www.imdb.com/title/tt0041672/
1949,1950,22,ACTRESS,Deborah Kerr,"Edward, My Son",FALSE,"1949Edward, My Son",tt0041329,https://www.imdb.com/title/tt0041329/
1949,1950,22,ACTRESS,Loretta Young,Come to the Stable,FALSE,1949Come to the Stable,tt0041257,https://www.imdb.com/title/tt0041257/
1949,1950,22,ACTRESS IN A SUPPORTING ROLE,Ethel Barrymore,Pinky,FALSE,1949Pinky,tt0041746,https://www.imdb.com/title/tt0041746/
1949,1950,22,ACTRESS IN A SUPPORTING ROLE,Celeste Holm,Come to the Stable,FALSE,1949Come to the Stable,tt0041257,https://www.imdb.com/title/tt0041257/
1949,1950,22,ACTRESS IN A SUPPORTING ROLE,Elsa Lanchester,Come to the Stable,FALSE,1949Come to the Stable,tt0041257,https://www.imdb.com/title/tt0041257/
1949,1950,22,ACTRESS IN A SUPPORTING ROLE,Mercedes McCambridge,All the King's Men,TRUE,1949All the King's Men,tt0041113,https://www.imdb.com/title/tt0041113/
1949,1950,22,ACTRESS IN A SUPPORTING ROLE,Ethel Waters,Pinky,FALSE,1949Pinky,tt0041746,https://www.imdb.com/title/tt0041746/
1949,1950,22,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, Joseph C. Wright;  Set Decoration:  Thomas Little, Paul S. Fox",Come to the Stable,FALSE,1949Come to the Stable,tt0041257,https://www.imdb.com/title/tt0041257/
1949,1950,22,ART DIRECTION (Black-and-White),"Art Direction:  Harry Horner, John Meehan;  Set Decoration:  Emile Kuri",The Heiress,TRUE,1949The Heiress,tt0041452,https://www.imdb.com/title/tt0041452/
1949,1950,22,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Jack Martin Smith;  Set Decoration:  Edwin B. Willis, Richard A. Pefferle",Madame Bovary,FALSE,1949Madame Bovary,tt0041615,https://www.imdb.com/title/tt0041615/
1949,1950,22,ART DIRECTION (Color),Art Direction:  Edward Carrere;  Set Decoration:  Lyle Reifsnider,The Adventures of Don Juan,FALSE,1949The Adventures of Don Juan,tt0040076,https://www.imdb.com/title/tt0040076/
1949,1950,22,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Paul Groesse;  Set Decoration:  Edwin B. Willis, Jack D. Moore",Little Women,TRUE,1949Little Women,tt0041594,https://www.imdb.com/title/tt0041594/
1949,1950,22,ART DIRECTION (Color),"Art Direction:  Jim Morahan, William Kellner, Michael Relph",Saraband,FALSE,1949Saraband,tt0040758,https://www.imdb.com/title/tt0040758/
1949,1950,22,CINEMATOGRAPHY (Black-and-White),Paul C. Vogel,Battleground,TRUE,1949Battleground,tt0041163,https://www.imdb.com/title/tt0041163/
1949,1950,22,CINEMATOGRAPHY (Black-and-White),Frank Planer,Champion,FALSE,1949Champion,tt0041239,https://www.imdb.com/title/tt0041239/
1949,1950,22,CINEMATOGRAPHY (Black-and-White),Joseph LaShelle,Come to the Stable,FALSE,1949Come to the Stable,tt0041257,https://www.imdb.com/title/tt0041257/
1949,1950,22,CINEMATOGRAPHY (Black-and-White),Leo Tover,The Heiress,FALSE,1949The Heiress,tt0041452,https://www.imdb.com/title/tt0041452/
1949,1950,22,CINEMATOGRAPHY (Black-and-White),Leon Shamroy,Prince of Foxes,FALSE,1949Prince of Foxes,tt0041767,https://www.imdb.com/title/tt0041767/
1949,1950,22,CINEMATOGRAPHY (Color),Harry Stradling,The Barkleys of Broadway,FALSE,1949The Barkleys of Broadway,tt0041158,https://www.imdb.com/title/tt0041158/
1949,1950,22,CINEMATOGRAPHY (Color),William Snyder,Jolson Sings Again,FALSE,1949Jolson Sings Again,tt0041530,https://www.imdb.com/title/tt0041530/
1949,1950,22,CINEMATOGRAPHY (Color),"Robert Planck, Charles Schoenbaum",Little Women,FALSE,1949Little Women,tt0041594,https://www.imdb.com/title/tt0041594/
1949,1950,22,CINEMATOGRAPHY (Color),Charles G. Clarke,Sand,FALSE,1949Sand,tt0041840,https://www.imdb.com/title/tt0041840/
1949,1950,22,CINEMATOGRAPHY (Color),Winton Hoch,She Wore a Yellow Ribbon,TRUE,1949She Wore a Yellow Ribbon,tt0041866,https://www.imdb.com/title/tt0041866/
1949,1950,22,COSTUME DESIGN (Black-and-White),"Edith Head, Gile Steele",The Heiress,TRUE,1949The Heiress,tt0041452,https://www.imdb.com/title/tt0041452/
1949,1950,22,COSTUME DESIGN (Black-and-White),Vittorio Nino Novarese,Prince of Foxes,FALSE,1949Prince of Foxes,tt0041767,https://www.imdb.com/title/tt0041767/
1949,1950,22,COSTUME DESIGN (Color),"Leah Rhodes, Travilla, Marjorie Best",The Adventures of Don Juan,TRUE,1949The Adventures of Don Juan,tt0040076,https://www.imdb.com/title/tt0040076/
1949,1950,22,COSTUME DESIGN (Color),Kay Nelson,Mother Is a Freshman,FALSE,1949Mother Is a Freshman,tt0041659,https://www.imdb.com/title/tt0041659/
1949,1950,22,DIRECTING,Robert Rossen,All the King's Men,FALSE,1949All the King's Men,tt0041113,https://www.imdb.com/title/tt0041113/
1949,1950,22,DIRECTING,William A. Wellman,Battleground,FALSE,1949Battleground,tt0041163,https://www.imdb.com/title/tt0041163/
1949,1950,22,DIRECTING,Carol Reed,The Fallen Idol,FALSE,1949The Fallen Idol,tt0040338,https://www.imdb.com/title/tt0040338/
1949,1950,22,DIRECTING,William Wyler,The Heiress,FALSE,1949The Heiress,tt0041452,https://www.imdb.com/title/tt0041452/
1949,1950,22,DIRECTING,Joseph L. Mankiewicz,A Letter to Three Wives,TRUE,1949A Letter to Three Wives,tt0041587,https://www.imdb.com/title/tt0041587/
1949,1950,22,DOCUMENTARY (Feature),Crown Film Unit,Daybreak in Udi,TRUE,1949Daybreak in Udi,tt0041283,https://www.imdb.com/title/tt0041283/
1949,1950,22,DOCUMENTARY (Feature),"Paul F. Heard, Producer",Kenji Comes Home,FALSE,1949Kenji Comes Home,tt0041542,https://www.imdb.com/title/tt0041542/
1949,1950,22,DOCUMENTARY (Short Subject),"Richard de Rochemont, Producer",A Chance to Live,TRUE,1949A Chance to Live,tt0041240,https://www.imdb.com/title/tt0041240/
1949,1950,22,DOCUMENTARY (Short Subject),French Cinema General Cooperative,1848,FALSE,19491848,tt0152184,https://www.imdb.com/title/tt0152184/
1949,1950,22,DOCUMENTARY (Short Subject),"St. Francis-Xavier University, Antigonish, Nova Scotia",The Rising Tide,FALSE,1949The Rising Tide,tt0041813,https://www.imdb.com/title/tt0041813/
1949,1950,22,DOCUMENTARY (Short Subject),"Edward Selzer, Producer",So Much for So Little,TRUE,1949So Much for So Little,tt0041891,https://www.imdb.com/title/tt0041891/
1949,1950,22,FILM EDITING,"Robert Parrish, Al Clark",All the King's Men,FALSE,1949All the King's Men,tt0041113,https://www.imdb.com/title/tt0041113/
1949,1950,22,FILM EDITING,John Dunning,Battleground,FALSE,1949Battleground,tt0041163,https://www.imdb.com/title/tt0041163/
1949,1950,22,FILM EDITING,Harry Gerstad,Champion,TRUE,1949Champion,tt0041239,https://www.imdb.com/title/tt0041239/
1949,1950,22,FILM EDITING,Richard L. Van Enger,Sands of Iwo Jima,FALSE,1949Sands of Iwo Jima,tt0041841,https://www.imdb.com/title/tt0041841/
1949,1950,22,FILM EDITING,Frederic Knudtson,The Window,FALSE,1949The Window,tt0042046,https://www.imdb.com/title/tt0042046/
1949,1950,22,MUSIC (Music Score of a Dramatic or Comedy Picture),Max Steiner,Beyond the Forest,FALSE,1949Beyond the Forest,tt0041172,https://www.imdb.com/title/tt0041172/
1949,1950,22,MUSIC (Music Score of a Dramatic or Comedy Picture),Dimitri Tiomkin,Champion,FALSE,1949Champion,tt0041239,https://www.imdb.com/title/tt0041239/
1949,1950,22,MUSIC (Music Score of a Dramatic or Comedy Picture),Aaron Copland,The Heiress,TRUE,1949The Heiress,tt0041452,https://www.imdb.com/title/tt0041452/
1949,1950,22,MUSIC (Scoring of a Musical Picture),"Morris Stoloff, George Duning",Jolson Sings Again,FALSE,1949Jolson Sings Again,tt0041530,https://www.imdb.com/title/tt0041530/
1949,1950,22,MUSIC (Scoring of a Musical Picture),Ray Heindorf,Look for the Silver Lining,FALSE,1949Look for the Silver Lining,tt0041599,https://www.imdb.com/title/tt0041599/
1949,1950,22,MUSIC (Scoring of a Musical Picture),"Roger Edens, Lennie Hayton",On the Town,TRUE,1949On the Town,tt0041716,https://www.imdb.com/title/tt0041716/
1949,1950,22,MUSIC (Song),Music and Lyrics by Frank Loesser,Neptune's Daughter,TRUE,1949Neptune's Daughter,tt0041687,https://www.imdb.com/title/tt0041687/
1949,1950,22,MUSIC (Song),Music by Jule Styne; Lyrics by Sammy Cahn,It's a Great Feeling,FALSE,1949It's a Great Feeling,tt0041515,https://www.imdb.com/title/tt0041515/
1949,1950,22,MUSIC (Song),Music by Eliot Daniel; Lyrics by Larry Morey,So Dear to My Heart,FALSE,1949So Dear to My Heart,tt0041890,https://www.imdb.com/title/tt0041890/
1949,1950,22,MUSIC (Song),Music by Victor Young; Lyrics by Ned Washington,My Foolish Heart,FALSE,1949My Foolish Heart,tt0041672,https://www.imdb.com/title/tt0041672/
1949,1950,22,MUSIC (Song),Music by Alfred Newman; Lyrics by Mack Gordon,Come to the Stable,FALSE,1949Come to the Stable,tt0041257,https://www.imdb.com/title/tt0041257/
1949,1950,22,BEST MOTION PICTURE,Robert Rossen Productions,All the King's Men,TRUE,1949All the King's Men,tt0041113,https://www.imdb.com/title/tt0041113/
1949,1950,22,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,Battleground,FALSE,1949Battleground,tt0041163,https://www.imdb.com/title/tt0041163/
1949,1950,22,BEST MOTION PICTURE,Paramount,The Heiress,FALSE,1949The Heiress,tt0041452,https://www.imdb.com/title/tt0041452/
1949,1950,22,BEST MOTION PICTURE,20th Century-Fox,A Letter to Three Wives,FALSE,1949A Letter to Three Wives,tt0041587,https://www.imdb.com/title/tt0041587/
1949,1950,22,BEST MOTION PICTURE,20th Century-Fox,Twelve O'Clock High,FALSE,1949Twelve O'Clock High,tt0041996,https://www.imdb.com/title/tt0041996/
1949,1950,22,SHORT SUBJECT (Cartoon),"Edward Selzer, Producer",Canary Row,FALSE,1949Canary Row,tt0042304,https://www.imdb.com/title/tt0042304/
1949,1950,22,SHORT SUBJECT (Cartoon),"Edward Selzer, Producer",For Scent-Imental Reasons,TRUE,1949For Scent-Imental Reasons,tt0041380,https://www.imdb.com/title/tt0041380/
1949,1950,22,SHORT SUBJECT (Cartoon),"Fred Quimby, Producer",Hatch Up Your Troubles,FALSE,1949Hatch Up Your Troubles,tt0041446,https://www.imdb.com/title/tt0041446/
1949,1950,22,SHORT SUBJECT (Cartoon),"Stephen Bosustow, Producer",The Magic Fluke,FALSE,1949The Magic Fluke,tt0041618,https://www.imdb.com/title/tt0041618/
1949,1950,22,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Toy Tinkers,FALSE,1949Toy Tinkers,tt0041978,https://www.imdb.com/title/tt0041978/
1949,1950,22,SHORT SUBJECT (One-reel),"Jack Eaton, Producer",Aquatic House-Party,TRUE,1949Aquatic House-Party,tt0041130,https://www.imdb.com/title/tt0041130/
1949,1950,22,SHORT SUBJECT (One-reel),"Justin Herman, Producer",Roller Derby Girl,FALSE,1949Roller Derby Girl,tt0041817,https://www.imdb.com/title/tt0041817/
1949,1950,22,SHORT SUBJECT (One-reel),"Gordon Hollingshead, Producer",So You Think You're Not Guilty,FALSE,1949So You Think You're Not Guilty,tt0041892,https://www.imdb.com/title/tt0041892/
1949,1950,22,SHORT SUBJECT (One-reel),"Walton C. Ament, Producer",Spills and Chills,FALSE,1949Spills and Chills,tt0041912,https://www.imdb.com/title/tt0041912/
1949,1950,22,SHORT SUBJECT (One-reel),"Pete Smith, Producer",Water Trix,FALSE,1949Water Trix,tt0042034,https://www.imdb.com/title/tt0042034/
1949,1950,22,SHORT SUBJECT (Two-reel),"William Lasky, Producer",The Boy and the Eagle,FALSE,1949The Boy and the Eagle,tt0041202,https://www.imdb.com/title/tt0041202/
1949,1950,22,SHORT SUBJECT (Two-reel),"Irving Allen, Producer",Chase of Death,FALSE,1949Chase of Death,tt0041242,https://www.imdb.com/title/tt0041242/
1949,1950,22,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",The Grass Is Always Greener,FALSE,1949The Grass Is Always Greener,tt0041425,https://www.imdb.com/title/tt0041425/
1949,1950,22,SHORT SUBJECT (Two-reel),"Gordon Hollingshead, Producer",Snow Carnival,FALSE,1949Snow Carnival,tt0041889,https://www.imdb.com/title/tt0041889/
1949,1950,22,SHORT SUBJECT (Two-reel),"Gaston Diehl and Robert Haessens, Producers",Van Gogh,TRUE,1949Van Gogh,tt0040930,https://www.imdb.com/title/tt0040930/
1949,1950,22,SOUND RECORDING,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director","Once More, My Darling",FALSE,"1949Once More, My Darling",tt0041255,https://www.imdb.com/title/tt0041255/
1949,1950,22,SOUND RECORDING,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director",Sands of Iwo Jima,FALSE,1949Sands of Iwo Jima,tt0041841,https://www.imdb.com/title/tt0041841/
1949,1950,22,SOUND RECORDING,"20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director",Twelve O'Clock High,TRUE,1949Twelve O'Clock High,tt0041996,https://www.imdb.com/title/tt0041996/
1949,1950,22,SPECIAL EFFECTS,ARKO Productions,Mighty Joe Young,TRUE,1949Mighty Joe Young,tt0041650,https://www.imdb.com/title/tt0041650/
1949,1950,22,SPECIAL EFFECTS,Walter Wanger Pictures,Tulsa,FALSE,1949Tulsa,tt0041994,https://www.imdb.com/title/tt0041994/
1949,1950,22,WRITING (Motion Picture Story),Clare Boothe Luce,Come to the Stable,FALSE,1949Come to the Stable,tt0041257,https://www.imdb.com/title/tt0041257/
1949,1950,22,WRITING (Motion Picture Story),"Shirley W. Smith, Valentine Davies",It Happens Every Spring,FALSE,1949It Happens Every Spring,tt0041514,https://www.imdb.com/title/tt0041514/
1949,1950,22,WRITING (Motion Picture Story),Harry Brown,Sands of Iwo Jima,FALSE,1949Sands of Iwo Jima,tt0041841,https://www.imdb.com/title/tt0041841/
1949,1950,22,WRITING (Motion Picture Story),Douglas Morrow,The Stratton Story,TRUE,1949The Stratton Story,tt0041928,https://www.imdb.com/title/tt0041928/
1949,1950,22,WRITING (Motion Picture Story),Virginia Kellogg,White Heat,FALSE,1949White Heat,tt0042041,https://www.imdb.com/title/tt0042041/
1949,1950,22,WRITING (Screenplay),Robert Rossen,All the King's Men,FALSE,1949All the King's Men,tt0041113,https://www.imdb.com/title/tt0041113/
1949,1950,22,WRITING (Screenplay),Cesare Zavattini,The Bicycle Thief,FALSE,1949The Bicycle Thief,tt0040522,https://www.imdb.com/title/tt0040522/
1949,1950,22,WRITING (Screenplay),Carl Foreman,Champion,FALSE,1949Champion,tt0041239,https://www.imdb.com/title/tt0041239/
1949,1950,22,WRITING (Screenplay),Graham Greene,The Fallen Idol,FALSE,1949The Fallen Idol,tt0040338,https://www.imdb.com/title/tt0040338/
1949,1950,22,WRITING (Screenplay),Joseph L. Mankiewicz,A Letter to Three Wives,TRUE,1949A Letter to Three Wives,tt0041587,https://www.imdb.com/title/tt0041587/
1949,1950,22,WRITING (Story and Screenplay),Robert Pirosh,Battleground,TRUE,1949Battleground,tt0041163,https://www.imdb.com/title/tt0041163/
1949,1950,22,WRITING (Story and Screenplay),Sidney Buchman,Jolson Sings Again,FALSE,1949Jolson Sings Again,tt0041530,https://www.imdb.com/title/tt0041530/
1949,1950,22,WRITING (Story and Screenplay),"Alfred Hayes, Federico Fellini, Sergio Amidei, Marcello Pagliero, Roberto Rossellini",Paisan,FALSE,1949Paisan,tt0038823,https://www.imdb.com/title/tt0038823/
1949,1950,22,WRITING (Story and Screenplay),T. E. B. Clarke,Passport to Pimlico,FALSE,1949Passport to Pimlico,tt0041737,https://www.imdb.com/title/tt0041737/
1949,1950,22,WRITING (Story and Screenplay),"Helen Levitt, Janice Loeb, Sidney Meyers",The Quiet One,FALSE,1949The Quiet One,tt0040717,https://www.imdb.com/title/tt0040717/
1949,1950,22,SPECIAL FOREIGN LANGUAGE FILM AWARD,The Bicycle Thief - voted by the Academy Board of Governors as the most outstanding foreign language film released in the United States during 1949.,,TRUE,1949,,
1949,1950,22,SPECIAL AWARD,Bobby Driscoll,,TRUE,1949,,
1949,1950,22,SPECIAL AWARD,Fred Astaire for his unique artistry and his contributions to the technique of musical pictures.,,TRUE,1949,,
1949,1950,22,SPECIAL AWARD,Cecil B. DeMille,,TRUE,1949,,
1949,1950,22,SPECIAL AWARD,Jean Hersholt,,TRUE,1949,,
1950,1951,23,ACTOR,Louis Calhern,The Magnificent Yankee,FALSE,1950The Magnificent Yankee,tt0042702,https://www.imdb.com/title/tt0042702/
1950,1951,23,ACTOR,José Ferrer,Cyrano de Bergerac,TRUE,1950Cyrano de Bergerac,tt0042367,https://www.imdb.com/title/tt0042367/
1950,1951,23,ACTOR,William Holden,Sunset Blvd.,FALSE,1950Sunset Blvd.,tt0043014,https://www.imdb.com/title/tt0043014/
1950,1951,23,ACTOR,James Stewart,Harvey,FALSE,1950Harvey,tt0042546,https://www.imdb.com/title/tt0042546/
1950,1951,23,ACTOR,Spencer Tracy,Father of the Bride,FALSE,1950Father of the Bride,tt0042451,https://www.imdb.com/title/tt0042451/
1950,1951,23,ACTOR IN A SUPPORTING ROLE,Jeff Chandler,Broken Arrow,FALSE,1950Broken Arrow,tt0042286,https://www.imdb.com/title/tt0042286/
1950,1951,23,ACTOR IN A SUPPORTING ROLE,Edmund Gwenn,Mister 880,FALSE,1950Mister 880,tt0042742,https://www.imdb.com/title/tt0042742/
1950,1951,23,ACTOR IN A SUPPORTING ROLE,Sam Jaffe,The Asphalt Jungle,FALSE,1950The Asphalt Jungle,tt0042208,https://www.imdb.com/title/tt0042208/
1950,1951,23,ACTOR IN A SUPPORTING ROLE,George Sanders,All about Eve,TRUE,1950All about Eve,tt0042192,https://www.imdb.com/title/tt0042192/
1950,1951,23,ACTOR IN A SUPPORTING ROLE,Erich von Stroheim,Sunset Blvd.,FALSE,1950Sunset Blvd.,tt0043014,https://www.imdb.com/title/tt0043014/
1950,1951,23,ACTRESS,Anne Baxter,All about Eve,FALSE,1950All about Eve,tt0042192,https://www.imdb.com/title/tt0042192/
1950,1951,23,ACTRESS,Bette Davis,All about Eve,FALSE,1950All about Eve,tt0042192,https://www.imdb.com/title/tt0042192/
1950,1951,23,ACTRESS,Judy Holliday,Born Yesterday,TRUE,1950Born Yesterday,tt0042276,https://www.imdb.com/title/tt0042276/
1950,1951,23,ACTRESS,Eleanor Parker,Caged,FALSE,1950Caged,tt0042296,https://www.imdb.com/title/tt0042296/
1950,1951,23,ACTRESS,Gloria Swanson,Sunset Blvd.,FALSE,1950Sunset Blvd.,tt0043014,https://www.imdb.com/title/tt0043014/
1950,1951,23,ACTRESS IN A SUPPORTING ROLE,Hope Emerson,Caged,FALSE,1950Caged,tt0042296,https://www.imdb.com/title/tt0042296/
1950,1951,23,ACTRESS IN A SUPPORTING ROLE,Celeste Holm,All about Eve,FALSE,1950All about Eve,tt0042192,https://www.imdb.com/title/tt0042192/
1950,1951,23,ACTRESS IN A SUPPORTING ROLE,Josephine Hull,Harvey,TRUE,1950Harvey,tt0042546,https://www.imdb.com/title/tt0042546/
1950,1951,23,ACTRESS IN A SUPPORTING ROLE,Nancy Olson,Sunset Blvd.,FALSE,1950Sunset Blvd.,tt0043014,https://www.imdb.com/title/tt0043014/
1950,1951,23,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,All about Eve,FALSE,1950All about Eve,tt0042192,https://www.imdb.com/title/tt0042192/
1950,1951,23,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, George W. Davis;  Set Decoration:  Thomas Little, Walter M. Scott",All about Eve,FALSE,1950All about Eve,tt0042192,https://www.imdb.com/title/tt0042192/
1950,1951,23,ART DIRECTION (Black-and-White),"Art Direction:  Cedric Gibbons, Hans Peters;  Set Decoration:  Edwin B. Willis, Hugh Hunt",The Red Danube,FALSE,1950The Red Danube,tt0041788,https://www.imdb.com/title/tt0041788/
1950,1951,23,ART DIRECTION (Black-and-White),"Art Direction:  Hans Dreier, John Meehan;  Set Decoration:  Sam Comer, Ray Moyer",Sunset Blvd.,TRUE,1950Sunset Blvd.,tt0043014,https://www.imdb.com/title/tt0043014/
1950,1951,23,ART DIRECTION (Color),"Art Direction:  Cedric Gibbons, Paul Groesse;  Set Decoration:  Edwin B. Willis, Richard A. Pefferle",Annie Get Your Gun,FALSE,1950Annie Get Your Gun,tt0042200,https://www.imdb.com/title/tt0042200/
1950,1951,23,ART DIRECTION (Color),Art Direction:  Ernst Fegte;  Set Decoration:  George Sawley,Destination Moon,FALSE,1950Destination Moon,tt0042393,https://www.imdb.com/title/tt0042393/
1950,1951,23,ART DIRECTION (Color),"Art Direction:  Hans Dreier, Walter Tyler;  Set Decoration:  Sam Comer, Ray Moyer",Samson and Delilah,TRUE,1950Samson and Delilah,tt0041838,https://www.imdb.com/title/tt0041838/
1950,1951,23,CINEMATOGRAPHY (Black-and-White),Milton Krasner,All about Eve,FALSE,1950All about Eve,tt0042192,https://www.imdb.com/title/tt0042192/
1950,1951,23,CINEMATOGRAPHY (Black-and-White),Harold Rosson,The Asphalt Jungle,FALSE,1950The Asphalt Jungle,tt0042208,https://www.imdb.com/title/tt0042208/
1950,1951,23,CINEMATOGRAPHY (Black-and-White),Victor Milner,The Furies,FALSE,1950The Furies,tt0042490,https://www.imdb.com/title/tt0042490/
1950,1951,23,CINEMATOGRAPHY (Black-and-White),John F. Seitz,Sunset Blvd.,FALSE,1950Sunset Blvd.,tt0043014,https://www.imdb.com/title/tt0043014/
